Objects
100
,,Global Angle antbot:antbot,,,,,,Global Angle fw450_1:fw450_1,,,,,,Global Angle qav250_1:qav250_1,,,,,,Global Angle qav400:qav400,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
146,0,0.0537607,0.0281354,1.63958,254.394,-1497.56,81.2526,,,,,,,,,,,,,,,,,,
147,0,0.0375396,0.0151185,1.63927,254.375,-1497.7,81.6162,,,,,,,,,,,,,,,,,,
148,0,0.055336,0.0296214,1.63948,254.369,-1497.54,81.2792,,,,,,,,,,,,,,,,,,
149,0,0.0529452,0.0271234,1.63973,254.42,-1497.56,81.2723,,,,,,,,,,,,,,,,,,
150,0,0.0391747,0.0171293,1.63915,254.348,-1497.7,81.6191,,,,,,,,,,,,,,,,,,
151,0,0.0537186,0.0282538,1.63996,254.411,-1497.55,81.3038,,,,,,,,,,,,,,,,,,
152,0,0.0511109,0.0258959,1.63968,254.446,-1497.58,81.299,,,,,,,,,,,,,,,,,,
153,0,0.0532484,0.0276595,1.64013,254.414,-1497.54,81.3452,,,,,,,,,,,,,,,,,,
154,0,0.0518901,0.0265099,1.64001,254.447,-1497.55,81.2962,,,,,,,,,,,,,,,,,,
155,0,0.0524342,0.0256455,1.6411,254.374,-1497.54,81.3681,,,,,,,,,,,,,,,,,,
156,0,0.052123,0.0268081,1.63992,254.423,-1497.55,81.3019,,,,,,,,,,,,,,,,,,
157,0,0.0511336,0.0262503,1.63968,254.444,-1497.56,81.2763,,,,,,,,,,,,,,,,,,
158,0,0.0390076,0.0166421,1.63934,254.349,-1497.69,81.6299,,,,,,,,,,,,,,,,,,
159,0,0.0399483,0.0173172,1.63947,254.383,-1497.7,81.6386,,,,,,,,,,,,,,,,,,
160,0,0.0379508,0.0155392,1.63937,254.368,-1497.69,81.6393,,,,,,,,,,,,,,,,,,
161,0,0.0389764,0.0165834,1.63923,254.359,-1497.68,81.6084,,,,,,,,,,,,,,,,,,
162,0,0.0536151,0.0287432,1.6395,254.448,-1497.56,81.2983,,,,,,,,,,,,,,,,,,
163,0,0.0523318,0.0265025,1.63993,254.429,-1497.56,81.3155,,,,,,,,,,,,,,,,,,
164,0,0.0383088,0.0160019,1.63916,254.375,-1497.7,81.6239,,,,,,,,,,,,,,,,,,
165,0,0.0539158,0.0284906,1.63991,254.44,-1497.55,81.3235,,,,,,,,,,,,,,,,,,
166,0,0.0514935,0.0259877,1.63995,254.429,-1497.54,81.2857,,,,,,,,,,,,,,,,,,
167,0,0.0507277,0.0256427,1.63988,254.447,-1497.56,81.3071,,,,,,,,,,,,,,,,,,
168,0,0.0521958,0.0268182,1.63997,254.433,-1497.55,81.3044,,,,,,,,,,,,,,,,,,
169,0,0.0521399,0.0269792,1.63993,254.425,-1497.54,81.3149,,,,,,,,,,,,,,,,,,
170,0,0.0525946,0.0268002,1.63989,254.434,-1497.56,81.317,,,,,,,,,,,,,,,,,,
171,0,0.0515431,0.0261009,1.64003,254.431,-1497.54,81.3213,,,,,,,,,,,,,,,,,,
172,0,0.0594858,0.0329471,1.64064,254.521,-1497.35,81.1751,,,,,,,,,,,,,,,,,,
173,0,0.0569763,0.0292488,1.64161,254.451,-1497.32,81.2376,,,,,,,,,,,,,,,,,,
174,0,0.0517883,0.0261855,1.63946,254.374,-1497.54,81.2626,,,,,,,,,,,,,,,,,,
175,0,0.0514476,0.0260563,1.64,254.41,-1497.53,81.3325,,,,,,,,,,,,,,,,,,
176,0,0.0520022,0.0263858,1.63994,254.413,-1497.55,81.319,,,,,,,,,,,,,,,,,,
177,0,0.0381347,0.0141568,1.64039,254.301,-1497.68,81.721,,,,,,,,,,,,,,,,,,
178,0,0.0531058,0.0278204,1.63983,254.439,-1497.54,81.2957,,,,,,,,,,,,,,,,,,
179,0,0.0515169,0.026113,1.63974,254.442,-1497.57,81.2844,,,,,,,,,,,,,,,,,,
180,0,0.0523079,0.0269501,1.63956,254.43,-1497.57,81.2595,,,,,,,,,,,,,,,,,,
181,0,0.0528209,0.0275173,1.63979,254.453,-1497.54,81.2691,,,,,,,,,,,,,,,,,,
182,0,0.0521416,0.0250489,1.64098,254.36,-1497.51,81.3442,,,,,,,,,,,,,,,,,,
183,0,0.0514565,0.0261484,1.6399,254.428,-1497.54,81.3157,,,,,,,,,,,,,,,,,,
184,0,0.0515056,0.0259883,1.63999,254.428,-1497.55,81.3202,,,,,,,,,,,,,,,,,,
185,0,0.0523192,0.0268263,1.63995,254.439,-1497.57,81.2995,,,,,,,,,,,,,,,,,,
186,0,0.0523762,0.0268478,1.63985,254.399,-1497.55,81.3244,,,,,,,,,,,,,,,,,,
187,0,0.038117,0.015871,1.63918,254.362,-1497.69,81.6402,,,,,,,,,,,,,,,,,,
188,0,0.0386435,0.0162335,1.63921,254.374,-1497.68,81.609,,,,,,,,,,,,,,,,,,
189,0,0.0533099,0.0280422,1.6397,254.471,-1497.56,81.2859,,,,,,,,,,,,,,,,,,
190,0,0.0382493,0.015792,1.6392,254.332,-1497.69,81.6484,,,,,,,,,,,,,,,,,,
191,0,0.0540035,0.0287011,1.63988,254.445,-1497.55,81.2998,,,,,,,,,,,,,,,,,,
192,0,0.0532317,0.0276911,1.63955,254.446,-1497.57,81.2531,,,,,,,,,,,,,,,,,,
193,0,0.0381825,0.0140422,1.64051,254.316,-1497.66,81.6625,,,,,,,,,,,,,,,,,,
194,0,0.0531277,0.0276159,1.63989,254.439,-1497.54,81.3207,,,,,,,,,,,,,,,,,,
195,0,0.0528804,0.0277506,1.64002,254.423,-1497.55,81.3317,,,,,,,,,,,,,,,,,,
196,0,0.0516201,0.0264292,1.63983,254.432,-1497.55,81.3309,,,,,,,,,,,,,,,,,,
197,0,0.0519003,0.0266398,1.63982,254.441,-1497.56,81.3056,,,,,,,,,,,,,,,,,,
198,0,0.0518856,0.0267227,1.63989,254.437,-1497.53,81.305,,,,,,,,,,,,,,,,,,
199,0,0.0388877,0.0161185,1.63956,254.359,-1497.7,81.6595,,,,,,,,,,,,,,,,,,
200,0,0.054086,0.028738,1.63995,254.43,-1497.54,81.289,,,,,,,,,,,,,,,,,,
201,0,0.0525158,0.0259897,1.64091,254.343,-1497.53,81.3758,,,,,,,,,,,,,,,,,,
202,0,0.0522077,0.0269469,1.63975,254.421,-1497.55,81.32,,,,,,,,,,,,,,,,,,
203,0,0.0509379,0.0253802,1.64005,254.432,-1497.55,81.3146,,,,,,,,,,,,,,,,,,
204,0,0.0383981,0.0160011,1.63934,254.342,-1497.7,81.6555,,,,,,,,,,,,,,,,,,
205,0,0.0568591,0.0307041,1.64032,254.531,-1497.36,81.1718,,,,,,,,,,,,,,,,,,
206,0,0.0377185,0.0154548,1.63937,254.355,-1497.71,81.6421,,,,,,,,,,,,,,,,,,
207,0,0.0529016,0.0274726,1.63998,254.427,-1497.55,81.2879,,,,,,,,,,,,,,,,,,
208,0,0.0532664,0.0277965,1.63955,254.41,-1497.56,81.2647,,,,,,,,,,,,,,,,,,
209,0,0.0379243,0.0157811,1.63914,254.349,-1497.7,81.6364,,,,,,,,,,,,,,,,,,
210,0,0.0521208,0.0270016,1.63984,254.427,-1497.56,81.3075,,,,,,,,,,,,,,,,,,
211,0,0.0525314,0.0257214,1.64104,254.363,-1497.53,81.3585,,,,,,,,,,,,,,,,,,
212,0,0.0399041,0.0172093,1.63923,254.33,-1497.68,81.5743,,,,,,,,,,,,,,,,,,
213,0,0.0528515,0.027668,1.63984,254.435,-1497.57,81.2914,,,,,,,,,,,,,,,,,,
214,0,0.0409665,0.0183569,1.63884,254.323,-1497.69,81.5909,,,,,,,,,,,,,,,,,,
215,0,0.0383493,0.016291,1.63922,254.355,-1497.69,81.6242,,,,,,,,,,,,,,,,,,
216,0,0.0542594,0.0291819,1.63963,254.446,-1497.56,81.2893,,,,,,,,,,,,,,,,,,
217,0,0.0379873,0.0154586,1.63913,254.366,-1497.7,81.6203,,,,,,,,,,,,,,,,,,
218,0,0.0390354,0.0169362,1.63931,254.349,-1497.7,81.6589,,,,,,,,,,,,,,,,,,
219,0,0.0389067,0.0165836,1.63918,254.351,-1497.7,81.6363,,,,,,,,,,,,,,,,,,
220,0,0.0530541,0.0278653,1.63967,254.435,-1497.56,81.3049,,,,,,,,,,,,,,,,,,
221,0,0.040668,0.0179458,1.63918,254.302,-1497.7,81.602,,,,,,,,,,,,,,,,,,
222,0,0.0536862,0.0282393,1.6399,254.401,-1497.55,81.3312,,,,,,,,,,,,,,,,,,
223,0,0.0601526,0.0339464,1.64046,254.523,-1497.35,81.1739,,,,,,,,,,,,,,,,,,
224,0,0.0529342,0.027711,1.6397,254.373,-1497.54,81.2871,,,,,,,,,,,,,,,,,,
225,0,0.0386614,0.0164969,1.63937,254.356,-1497.71,81.6381,,,,,,,,,,,,,,,,,,
226,0,0.0531575,0.0277326,1.63979,254.423,-1497.54,81.3137,,,,,,,,,,,,,,,,,,
227,0,0.0406785,0.0178338,1.63893,254.306,-1497.69,81.6073,,,,,,,,,,,,,,,,,,
228,0,0.0418201,0.0188768,1.63901,254.324,-1497.71,81.6294,,,,,,,,,,,,,,,,,,
229,0,0.0534791,0.0280731,1.63981,254.423,-1497.56,81.3016,,,,,,,,,,,,,,,,,,
230,0,0.0519325,0.0264494,1.64,254.438,-1497.54,81.3037,,,,,,,,,,,,,,,,,,
231,0,0.0385192,0.0163454,1.63932,254.354,-1497.69,81.6158,,,,,,,,,,,,,,,,,,
232,0,0.0533998,0.0279166,1.64013,254.448,-1497.55,81.2885,,,,,,,,,,,,,,,,,,
233,0,0.0518687,0.0265187,1.63993,254.444,-1497.54,81.2807,,,,,,,,,,,,,,,,,,
234,0,0.0540453,0.0285317,1.63956,254.365,-1497.53,81.284,,,,,,,,,,,,,,,,,,
235,0,0.0533093,0.0277988,1.63991,254.421,-1497.55,81.3234,,,,,,,,,,,,,,,,,,
236,0,0.0507306,0.0255442,1.63992,254.424,-1497.55,81.3028,,,,,,,,,,,,,,,,,,
237,0,0.0384835,0.0159578,1.63928,254.348,-1497.69,81.6255,,,,,,,,,,,,,,,,,,
238,0,0.0540719,0.0283944,1.63982,254.44,-1497.56,81.316,,,,,,,,,,,,,,,,,,
239,0,0.0386221,0.0163812,1.63909,254.37,-1497.71,81.6214,,,,,,,,,,,,,,,,,,
240,0,0.0528827,0.0272617,1.64005,254.437,-1497.56,81.2952,,,,,,,,,,,,,,,,,,
241,0,0.0514084,0.0259978,1.64004,254.435,-1497.54,81.2976,,,,,,,,,,,,,,,,,,
242,0,0.0382636,0.0160757,1.63916,254.341,-1497.69,81.6215,,,,,,,,,,,,,,,,,,
243,0,0.0544476,0.0276186,1.64105,254.362,-1497.54,81.3779,,,,,,,,,,,,,,,,,,
244,0,0.051705,0.0265518,1.63975,254.446,-1497.55,81.306,,,,,,,,,,,,,,,,,,
245,0,0.0516303,0.0268323,1.63963,254.469,-1497.54,81.2908,,,,,,,,,,,,,,,,,,
246,0,0.0519583,0.0268892,1.63994,254.413,-1497.54,81.3072,,,,,,,,,,,,,,,,,,
247,0,0.0386696,0.0164524,1.63919,254.373,-1497.69,81.6124,,,,,,,,,,,,,,,,,,
248,0,0.0549125,0.0290649,1.63961,254.398,-1497.53,81.2717,,,,,,,,,,,,,,,,,,
249,0,0.0515895,0.0262274,1.63984,254.434,-1497.55,81.3005,,,,,,,,,,,,,,,,,,
250,0,0.0523873,0.0268798,1.6398,254.428,-1497.54,81.3246,,,,,,,,,,,,,,,,,,
251,0,0.0398647,0.0172287,1.63892,254.334,-1497.71,81.6017,,,,,,,,,,,,,,,,,,
252,0,0.0392937,0.0172724,1.63902,254.347,-1497.69,81.6362,,,,,,,,,,,,,,,,,,
