Objects
100
,,Global Angle antbot:antbot,,,,,,Global Angle fw450_1:fw450_1,,,,,,Global Angle qav250_1:qav250_1,,,,,,Global Angle qav400:qav400,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
20,0,0.0399356,-0.0385436,3.93645,1374.09,-374.703,76.7366,,,,,,,,,,,,,,,,,,
21,0,0.0400502,-0.0386632,3.93662,1374.08,-374.717,76.7276,,,,,,,,,,,,,,,,,,
22,0,0.0402519,-0.0390791,3.93647,1374.09,-374.727,76.7279,,,,,,,,,,,,,,,,,,
23,0,0.0390576,-0.0372028,3.93657,1374.07,-374.754,76.7223,,,,,,,,,,,,,,,,,,
24,0,0.0387726,-0.036888,3.93664,1374.07,-374.738,76.7239,,,,,,,,,,,,,,,,,,
25,0,0.0402479,-0.0394207,3.93646,1374.06,-374.74,76.743,,,,,,,,,,,,,,,,,,
26,0,0.0398172,-0.0389334,3.93659,1374.08,-374.734,76.7289,,,,,,,,,,,,,,,,,,
27,0,0.0405058,-0.039544,3.93653,1374.07,-374.727,76.7225,,,,,,,,,,,,,,,,,,
28,0,0.0402653,-0.0396742,3.9365,1374.09,-374.723,76.7191,,,,,,,,,,,,,,,,,,
29,0,0.040163,-0.0398746,3.93637,1374.09,-374.735,76.7116,,,,,,,,,,,,,,,,,,
30,0,0.0402894,-0.0385837,3.93655,1374.1,-374.72,76.7041,,,,,,,,,,,,,,,,,,
31,0,0.0405601,-0.0406149,3.93637,1374.07,-374.716,76.7261,,,,,,,,,,,,,,,,,,
32,0,0.0399475,-0.0394444,3.93636,1374.07,-374.711,76.7496,,,,,,,,,,,,,,,,,,
33,0,0.0403642,-0.0400486,3.93653,1374.08,-374.714,76.7265,,,,,,,,,,,,,,,,,,
34,0,0.0402828,-0.0398243,3.93636,1374.08,-374.733,76.7476,,,,,,,,,,,,,,,,,,
35,0,0.0393156,-0.0370275,3.93645,1374.09,-374.713,76.7119,,,,,,,,,,,,,,,,,,
36,0,0.040249,-0.0382986,3.93639,1374.07,-374.72,76.7104,,,,,,,,,,,,,,,,,,
37,0,0.0409438,-0.0409571,3.93629,1374.07,-374.719,76.7214,,,,,,,,,,,,,,,,,,
38,0,0.0386201,-0.0348065,3.93658,1374.06,-374.728,76.7244,,,,,,,,,,,,,,,,,,
39,0,0.0405082,-0.0397862,3.93655,1374.07,-374.726,76.7057,,,,,,,,,,,,,,,,,,
40,0,0.0402225,-0.0376359,3.93647,1374.09,-374.697,76.7023,,,,,,,,,,,,,,,,,,
41,0,0.0397404,-0.0376762,3.93661,1374.08,-374.719,76.7345,,,,,,,,,,,,,,,,,,
42,0,0.0399312,-0.0380109,3.93655,1374.07,-374.711,76.7012,,,,,,,,,,,,,,,,,,
43,0,0.0400725,-0.0399701,3.93661,1374.08,-374.73,76.7071,,,,,,,,,,,,,,,,,,
44,0,0.0394024,-0.0385861,3.93655,1374.07,-374.72,76.7217,,,,,,,,,,,,,,,,,,
45,0,0.0405523,-0.0399637,3.93647,1374.07,-374.731,76.6968,,,,,,,,,,,,,,,,,,
46,0,0.0404023,-0.0387016,3.93647,1374.07,-374.713,76.7251,,,,,,,,,,,,,,,,,,
47,0,0.0392623,-0.0379442,3.93665,1374.05,-374.765,76.7173,,,,,,,,,,,,,,,,,,
48,0,0.0381808,-0.0335949,3.93656,1374.07,-374.738,76.7175,,,,,,,,,,,,,,,,,,
49,0,0.0401555,-0.0396873,3.9366,1374.07,-374.708,76.7108,,,,,,,,,,,,,,,,,,
50,0,0.0396203,-0.0373852,3.93657,1374.07,-374.731,76.7212,,,,,,,,,,,,,,,,,,
51,0,0.0410162,-0.0413673,3.93647,1374.09,-374.718,76.7238,,,,,,,,,,,,,,,,,,
52,0,0.0410992,-0.0412272,3.93649,1374.07,-374.737,76.7212,,,,,,,,,,,,,,,,,,
53,0,0.0408079,-0.0402398,3.93644,1374.07,-374.713,76.7038,,,,,,,,,,,,,,,,,,
54,0,0.0393601,-0.0369826,3.93652,1374.07,-374.711,76.7397,,,,,,,,,,,,,,,,,,
55,0,0.0406412,-0.0401517,3.9366,1374.07,-374.702,76.7246,,,,,,,,,,,,,,,,,,
56,0,0.0405338,-0.0400205,3.93653,1374.07,-374.673,76.7293,,,,,,,,,,,,,,,,,,
57,0,0.0401351,-0.0393326,3.93667,1374.09,-374.72,76.7693,,,,,,,,,,,,,,,,,,
58,0,0.0388723,-0.0368654,3.93655,1374.1,-374.696,76.7158,,,,,,,,,,,,,,,,,,
59,0,0.0399861,-0.0396863,3.93649,1374.07,-374.718,76.7734,,,,,,,,,,,,,,,,,,
60,0,0.0414274,-0.0421318,3.93643,1374.05,-374.704,76.7566,,,,,,,,,,,,,,,,,,
61,0,0.0403221,-0.0365165,3.93614,1374.05,-374.763,76.7227,,,,,,,,,,,,,,,,,,
62,0,0.0408052,-0.0344742,3.93458,1373.85,-375.239,76.6909,,,,,,,,,,,,,,,,,,
63,0,0.040707,-0.0321565,3.93347,1373.55,-375.532,76.678,,,,,,,,,,,,,,,,,,
64,0,0.0391925,-0.0292078,3.93227,1373.14,-375.919,76.7442,,,,,,,,,,,,,,,,,,
65,0,0.0397872,-0.0338068,3.93186,1372.64,-376.141,76.8473,,,,,,,,,,,,,,,,,,
66,0,0.0397656,-0.0297443,3.93161,1371.92,-376.766,76.8544,,,,,,,,,,,,,,,,,,
67,0,0.0438228,-0.041293,3.9309,1370.99,-377.615,76.997,,,,,,,,,,,,,,,,,,
68,0,0.0430975,-0.0460691,3.93036,1370.14,-378.431,77.2122,,,,,,,,,,,,,,,,,,
69,0,0.0481941,-0.0713499,3.93074,1369.08,-379.399,77.5548,,,,,,,,,,,,,,,,,,
70,0,0.0489126,-0.0777479,3.92998,1368.2,-380.58,77.6227,,,,,,,,,,,,,,,,,,
71,0,0.0470129,-0.0675725,3.93056,1367.29,-381.595,77.4269,,,,,,,,,,,,,,,,,,
72,0,0.0439207,-0.0593544,3.93065,1366.34,-382.658,77.2799,,,,,,,,,,,,,,,,,,
73,0,0.0450973,-0.0598029,3.93046,1365.34,-383.768,77.1888,,,,,,,,,,,,,,,,,,
74,0,0.0267719,-0.0124005,3.93119,1364.16,-384.947,77.4006,,,,,,,,,,,,,,,,,,
75,0,0.0497668,-0.0730811,3.93,1363.01,-385.893,77.3451,,,,,,,,,,,,,,,,,,
76,0,0.0470409,-0.0662212,3.93028,1361.75,-386.995,77.4002,,,,,,,,,,,,,,,,,,
77,0,0.029262,-0.0186709,3.93057,1360.39,-388.39,77.5416,,,,,,,,,,,,,,,,,,
78,0,0.039548,-0.0437755,3.92986,1359.23,-389.475,77.3449,,,,,,,,,,,,,,,,,,
79,0,0.0477203,-0.0498386,3.92957,1357.87,-391.043,77.8389,,,,,,,,,,,,,,,,,,
80,0,0.0423225,-0.0344734,3.92998,1356.68,-392.381,77.6892,,,,,,,,,,,,,,,,,,
81,0,0.0467864,-0.0419772,3.92983,1355.37,-393.835,77.5578,,,,,,,,,,,,,,,,,,
82,0,0.0493678,-0.0451687,3.92991,1353.97,-395.443,77.4859,,,,,,,,,,,,,,,,,,
83,0,0.0449018,-0.0205849,3.93074,1352.71,-396.602,77.3672,,,,,,,,,,,,,,,,,,
84,0,0.0420674,-0.0124513,3.93057,1351.25,-397.879,77.451,,,,,,,,,,,,,,,,,,
85,0,0.0446342,-0.0256127,3.92943,1349.74,-399.334,77.6892,,,,,,,,,,,,,,,,,,
86,0,0.0473129,-0.0388661,3.92967,1348.07,-400.88,77.8021,,,,,,,,,,,,,,,,,,
87,0,0.0478408,-0.032883,3.93032,1346.58,-402.496,77.5131,,,,,,,,,,,,,,,,,,
88,0,0.0345139,-0.0200069,3.93131,1344.68,-404.319,77.1821,,,,,,,,,,,,,,,,,,
89,0,0.0367071,-0.0269734,3.93014,1343.07,-405.939,77.1701,,,,,,,,,,,,,,,,,,
90,0,0.0374577,-0.0307569,3.92873,1341.15,-407.856,77.5017,,,,,,,,,,,,,,,,,,
91,0,0.0337565,-0.0201934,3.92926,1339.42,-409.511,77.6416,,,,,,,,,,,,,,,,,,
92,0,0.0357302,-0.0334788,3.92786,1337.68,-411.484,77.6894,,,,,,,,,,,,,,,,,,
93,0,0.0336379,-0.0388297,3.92784,1336.03,-413.101,77.6233,,,,,,,,,,,,,,,,,,
94,0,0.0313229,-0.0194045,3.92788,1334.27,-414.886,77.3042,,,,,,,,,,,,,,,,,,
95,0,0.0340089,-0.0259132,3.92726,1332.6,-416.414,77.4229,,,,,,,,,,,,,,,,,,
96,0,0.0350686,-0.0277205,3.92718,1330.74,-418.182,77.6283,,,,,,,,,,,,,,,,,,
97,0,0.0371846,-0.00950418,3.9269,1328.99,-420.259,77.8331,,,,,,,,,,,,,,,,,,
98,0,0.0417365,-0.0316454,3.92643,1327.33,-421.968,78.0591,,,,,,,,,,,,,,,,,,
99,0,0.0383438,-0.0287013,3.92694,1325.51,-423.865,77.8729,,,,,,,,,,,,,,,,,,
100,0,0.0386952,-0.0241683,3.92653,1323.84,-425.759,77.6257,,,,,,,,,,,,,,,,,,
101,0,0.0455841,-0.0312304,3.92484,1322.09,-427.452,77.6897,,,,,,,,,,,,,,,,,,
102,0,0.0441366,-0.0248716,3.92377,1320.28,-429.303,77.8704,,,,,,,,,,,,,,,,,,
103,0,0.0337992,0.00381962,3.92216,1318.46,-431.501,77.7691,,,,,,,,,,,,,,,,,,
104,0,0.041609,-0.0311529,3.92258,1316.5,-433.429,77.8634,,,,,,,,,,,,,,,,,,
105,0,0.0453149,-0.0470367,3.92306,1314.5,-435.293,77.9175,,,,,,,,,,,,,,,,,,
106,0,0.0448725,-0.0409654,3.92249,1312.62,-436.965,77.8419,,,,,,,,,,,,,,,,,,
107,0,0.0440434,-0.0365569,3.92143,1310.94,-438.661,77.8954,,,,,,,,,,,,,,,,,,
108,0,0.0477578,-0.0465605,3.92036,1309.11,-440.514,78.025,,,,,,,,,,,,,,,,,,
109,0,0.041281,-0.0361096,3.91938,1307.36,-442.302,77.9137,,,,,,,,,,,,,,,,,,
110,0,0.0193362,0.021344,3.91886,1305.41,-444.332,77.987,,,,,,,,,,,,,,,,,,
111,0,0.0473298,-0.0533139,3.91844,1303.69,-446.019,77.9466,,,,,,,,,,,,,,,,,,
112,0,0.0228592,0.0327253,3.91885,1301.68,-447.982,77.8887,,,,,,,,,,,,,,,,,,
113,0,0.0474951,-0.0436665,3.91894,1299.71,-449.471,78.1684,,,,,,,,,,,,,,,,,,
114,0,0.0424987,-0.0317309,3.91814,1298.11,-451.13,77.9391,,,,,,,,,,,,,,,,,,
115,0,0.0456922,-0.04819,3.91803,1296.22,-453.022,77.9988,,,,,,,,,,,,,,,,,,
116,0,0.0404936,-0.0306275,3.91869,1294.25,-454.859,77.8079,,,,,,,,,,,,,,,,,,
117,0,0.0398996,-0.0278571,3.91751,1292.38,-456.822,77.9715,,,,,,,,,,,,,,,,,,
118,0,0.046545,-0.0387285,3.91727,1290.43,-458.583,78.04,,,,,,,,,,,,,,,,,,
119,0,0.0535131,-0.0698266,3.91722,1288.48,-460.614,78.3312,,,,,,,,,,,,,,,,,,
120,0,0.0412639,-0.0307172,3.91809,1286.65,-462.456,77.9419,,,,,,,,,,,,,,,,,,
121,0,0.0421216,-0.0386078,3.91759,1284.62,-464.251,77.9899,,,,,,,,,,,,,,,,,,
122,0,0.047449,-0.0444418,3.91684,1282.65,-466.124,77.9724,,,,,,,,,,,,,,,,,,
123,0,0.0498622,-0.0459667,3.91544,1280.88,-468.002,77.9561,,,,,,,,,,,,,,,,,,
124,0,0.046718,-0.0438573,3.91516,1279.03,-469.851,78.0556,,,,,,,,,,,,,,,,,,
125,0,0.0448507,-0.040974,3.91527,1277.1,-471.836,78.0217,,,,,,,,,,,,,,,,,,
126,0,0.0458208,-0.0482033,3.91556,1274.86,-473.786,78.2014,,,,,,,,,,,,,,,,,,
127,0,0.0450437,-0.0430968,3.91559,1273.06,-475.463,78.0442,,,,,,,,,,,,,,,,,,
128,0,0.030872,0.00145526,3.9154,1271.08,-477.304,78.1938,,,,,,,,,,,,,,,,,,
129,0,0.0342413,-0.00121621,3.91413,1269.24,-479.079,78.0632,,,,,,,,,,,,,,,,,,
130,0,0.0448296,-0.0332893,3.91446,1267.36,-480.833,77.9161,,,,,,,,,,,,,,,,,,
131,0,0.0359336,-0.0415109,3.91409,1265.46,-482.336,77.7196,,,,,,,,,,,,,,,,,,
132,0,0.0379782,-0.0483357,3.91521,1263.09,-484.282,77.9131,,,,,,,,,,,,,,,,,,
133,0,0.0320832,-0.00295353,3.91529,1261.14,-486.374,78.1298,,,,,,,,,,,,,,,,,,
134,0,0.0457481,-0.0278975,3.91493,1259.37,-488.018,77.7651,,,,,,,,,,,,,,,,,,
135,0,0.046996,-0.0351304,3.91394,1257.48,-490.018,77.9262,,,,,,,,,,,,,,,,,,
136,0,0.0442795,-0.036318,3.9138,1255.34,-491.887,78.033,,,,,,,,,,,,,,,,,,
137,0,0.0406323,-0.0295101,3.91416,1253.26,-493.797,78.0187,,,,,,,,,,,,,,,,,,
138,0,0.0486012,-0.0558998,3.91442,1251.13,-495.812,78.1297,,,,,,,,,,,,,,,,,,
139,0,0.0498083,-0.0422583,3.91291,1249.37,-497.675,77.8829,,,,,,,,,,,,,,,,,,
140,0,0.0218007,0.0492724,3.91384,1247.46,-499.188,76.7657,,,,,,,,,,,,,,,,,,
141,0,0.0402664,-0.0459829,3.91352,1245.44,-501.17,77.676,,,,,,,,,,,,,,,,,,
142,0,0.0373875,-0.0465816,3.91334,1243.31,-503.076,77.6755,,,,,,,,,,,,,,,,,,
143,0,0.0333274,-0.0246845,3.91323,1241.36,-504.999,77.5206,,,,,,,,,,,,,,,,,,
144,0,0.0370478,-0.0238269,3.91252,1239.58,-507.005,77.478,,,,,,,,,,,,,,,,,,
145,0,0.0339382,-0.0282072,3.91298,1237.41,-509.081,78.0981,,,,,,,,,,,,,,,,,,
146,0,0.0436347,-0.0581586,3.91346,1235.53,-510.693,77.9809,,,,,,,,,,,,,,,,,,
147,0,0.0192627,0.00726552,3.91412,1233.59,-512.762,77.9394,,,,,,,,,,,,,,,,,,
148,0,0.0488374,-0.0493597,3.91382,1231.85,-514.466,77.856,,,,,,,,,,,,,,,,,,
149,0,0.0499903,-0.0448727,3.91265,1229.94,-516.563,77.8217,,,,,,,,,,,,,,,,,,
150,0,0.0451698,-0.0294147,3.91212,1228.11,-518.504,77.9718,,,,,,,,,,,,,,,,,,
151,0,0.0365262,-0.0368517,3.91232,1226.13,-520.227,77.8853,,,,,,,,,,,,,,,,,,
152,0,0.0352075,-0.0428855,3.91284,1223.97,-522.127,77.9508,,,,,,,,,,,,,,,,,,
153,0,0.0414042,-0.0620425,3.91166,1221.92,-524.194,78.1338,,,,,,,,,,,,,,,,,,
154,0,0.0368061,-0.00239589,3.91206,1220.06,-526.545,77.793,,,,,,,,,,,,,,,,,,
155,0,0.0377768,-0.0453708,3.91123,1218.17,-528.236,78.0493,,,,,,,,,,,,,,,,,,
156,0,0.030793,-0.0333355,3.91124,1216.08,-530.219,78.0709,,,,,,,,,,,,,,,,,,
157,0,0.0335143,-0.0473206,3.91006,1213.96,-532.199,78.1423,,,,,,,,,,,,,,,,,,
158,0,0.0358565,-0.0473994,3.91007,1212.06,-534.051,78.0256,,,,,,,,,,,,,,,,,,
159,0,0.050822,-0.0632809,3.90997,1209.63,-536.324,78.7304,,,,,,,,,,,,,,,,,,
160,0,0.0433444,-0.0395337,3.90975,1208.07,-538.131,78.4794,,,,,,,,,,,,,,,,,,
161,0,0.0440687,-0.0529783,3.91063,1205.91,-539.95,78.5757,,,,,,,,,,,,,,,,,,
162,0,0.0401799,-0.0507977,3.91067,1203.89,-541.78,78.5153,,,,,,,,,,,,,,,,,,
163,0,0.0242145,0.0021669,3.91002,1201.98,-543.733,78.6085,,,,,,,,,,,,,,,,,,
164,0,0.0300813,-0.00373713,3.90962,1200.49,-544.931,77.6817,,,,,,,,,,,,,,,,,,
165,0,0.0342111,-0.0153641,3.90896,1198.77,-546.793,77.8776,,,,,,,,,,,,,,,,,,
166,0,0.0363571,-0.0479335,3.90824,1196.77,-548.87,78.3634,,,,,,,,,,,,,,,,,,
167,0,0.0311462,-0.0390269,3.90741,1195.14,-550.485,78.1239,,,,,,,,,,,,,,,,,,
168,0,0.0300366,-0.0244729,3.9076,1193.59,-551.995,77.8449,,,,,,,,,,,,,,,,,,
169,0,0.0391569,-0.0447862,3.90611,1192.41,-553.458,77.9674,,,,,,,,,,,,,,,,,,
170,0,0.040833,-0.0377897,3.90524,1191.13,-555.077,77.9579,,,,,,,,,,,,,,,,,,
171,0,0.0456346,-0.0621654,3.90448,1189.74,-556.577,78.1846,,,,,,,,,,,,,,,,,,
172,0,0.037077,-0.0470434,3.90566,1188.07,-557.883,78.26,,,,,,,,,,,,,,,,,,
173,0,0.0301966,-0.0203364,3.90499,1186.61,-559.386,77.891,,,,,,,,,,,,,,,,,,
174,0,0.0273617,-0.00468237,3.90557,1185.09,-560.709,77.6203,,,,,,,,,,,,,,,,,,
175,0,0.0407086,-0.0101748,3.90639,1183.53,-562.174,77.8877,,,,,,,,,,,,,,,,,,
176,0,0.0471978,-0.03064,3.90582,1182.33,-563.517,78.2068,,,,,,,,,,,,,,,,,,
177,0,0.0450263,-0.0292602,3.90551,1181.33,-564.613,78.2184,,,,,,,,,,,,,,,,,,
178,0,0.0478094,-0.0562682,3.90608,1180.12,-565.63,78.6083,,,,,,,,,,,,,,,,,,
179,0,0.0230731,-0.0105593,3.9055,1179.09,-566.533,78.493,,,,,,,,,,,,,,,,,,
180,0,0.0323532,-0.00373298,3.90629,1177.92,-567.699,78.5538,,,,,,,,,,,,,,,,,,
181,0,0.0383728,-0.0255279,3.90426,1177.27,-568.356,77.5774,,,,,,,,,,,,,,,,,,
182,0,0.0323674,-0.0168712,3.90486,1176.14,-569.252,77.7113,,,,,,,,,,,,,,,,,,
183,0,0.0201623,0.012693,3.90466,1175.23,-570.222,78.0051,,,,,,,,,,,,,,,,,,
184,0,0.0386707,-0.0385903,3.90556,1174.49,-570.6,77.9405,,,,,,,,,,,,,,,,,,
185,0,0.0252078,4.74011e-05,3.90555,1173.82,-571.443,78.2083,,,,,,,,,,,,,,,,,,
186,0,0.0419243,-0.0388694,3.90568,1173.18,-572.102,78.0136,,,,,,,,,,,,,,,,,,
187,0,0.0378401,-0.0245325,3.90675,1172.36,-572.832,77.9859,,,,,,,,,,,,,,,,,,
188,0,0.0364319,-0.016938,3.90716,1171.53,-573.636,78.0473,,,,,,,,,,,,,,,,,,
189,0,0.0255215,-0.00503903,3.90763,1170.95,-574.114,78.4974,,,,,,,,,,,,,,,,,,
190,0,0.0408955,-0.0454841,3.90788,1170.35,-574.48,78.2578,,,,,,,,,,,,,,,,,,
191,0,0.026433,-0.0118237,3.90835,1169.71,-575.122,78.4806,,,,,,,,,,,,,,,,,,
192,0,0.0418053,-0.0538722,3.90816,1169.29,-575.425,78.2754,,,,,,,,,,,,,,,,,,
193,0,0.0440167,-0.0669743,3.90799,1168.7,-575.925,78.4912,,,,,,,,,,,,,,,,,,
194,0,0.0390144,-0.0466292,3.90825,1168.48,-576.177,78.2392,,,,,,,,,,,,,,,,,,
195,0,0.0393486,-0.0475873,3.90831,1168.15,-576.441,78.2325,,,,,,,,,,,,,,,,,,
196,0,0.0397488,-0.0490407,3.90857,1167.86,-576.683,78.2356,,,,,,,,,,,,,,,,,,
197,0,0.0347611,-0.0308324,3.90899,1167.6,-576.9,78.073,,,,,,,,,,,,,,,,,,
198,0,0.0343596,-0.0297008,3.90897,1167.44,-577.094,78.0793,,,,,,,,,,,,,,,,,,
199,0,0.0343026,-0.0272545,3.90908,1167.29,-577.231,78.0597,,,,,,,,,,,,,,,,,,
200,0,0.0167033,0.0501532,3.90949,1167.17,-577.272,77.2925,,,,,,,,,,,,,,,,,,
201,0,0.0169423,0.051846,3.90904,1167.13,-577.393,77.2446,,,,,,,,,,,,,,,,,,
202,0,0.0161257,0.053568,3.90896,1167.15,-577.41,77.2112,,,,,,,,,,,,,,,,,,
203,0,0.0188642,0.0446438,3.90971,1167.15,-577.279,77.2834,,,,,,,,,,,,,,,,,,
204,0,0.023795,0.0266133,3.90913,1167.32,-577.288,77.4719,,,,,,,,,,,,,,,,,,
205,0,0.0208261,0.0393936,3.90995,1167.16,-577.239,77.3937,,,,,,,,,,,,,,,,,,
206,0,0.0237494,0.0315043,3.90877,1167.39,-577.33,77.3637,,,,,,,,,,,,,,,,,,
207,0,0.0243679,0.0257469,3.90901,1167.36,-577.303,77.4015,,,,,,,,,,,,,,,,,,
208,0,0.0285874,0.00742247,3.90876,1167.42,-577.269,77.6205,,,,,,,,,,,,,,,,,,
209,0,0.0233929,0.0260391,3.9091,1167.33,-577.307,77.5126,,,,,,,,,,,,,,,,,,
210,0,0.0260899,0.0163915,3.90937,1167.22,-577.339,77.612,,,,,,,,,,,,,,,,,,
211,0,0.0243925,0.026932,3.90915,1167.35,-577.285,77.3908,,,,,,,,,,,,,,,,,,
212,0,0.0238487,0.0298573,3.90909,1167.37,-577.269,77.3862,,,,,,,,,,,,,,,,,,
213,0,0.0207516,0.0376731,3.90863,1167.36,-577.315,77.3479,,,,,,,,,,,,,,,,,,
214,0,0.0250647,0.0232659,3.90912,1167.33,-577.272,77.4365,,,,,,,,,,,,,,,,,,
215,0,0.0227882,0.0293656,3.90894,1167.34,-577.304,77.4364,,,,,,,,,,,,,,,,,,
216,0,0.0238917,0.0272768,3.90931,1167.34,-577.286,77.4061,,,,,,,,,,,,,,,,,,
217,0,0.0223525,0.0341593,3.90867,1167.38,-577.362,77.3537,,,,,,,,,,,,,,,,,,
218,0,0.0180601,0.0495795,3.90951,1167.26,-577.211,77.1823,,,,,,,,,,,,,,,,,,
219,0,0.0167867,0.0527462,3.90957,1167.23,-577.237,77.1928,,,,,,,,,,,,,,,,,,
220,0,0.0150466,0.0601111,3.91,1167.15,-577.232,77.1083,,,,,,,,,,,,,,,,,,
221,0,0.0182946,0.0485727,3.90969,1167.23,-577.235,77.2009,,,,,,,,,,,,,,,,,,
222,0,0.0242204,0.0268195,3.90898,1167.37,-577.285,77.3743,,,,,,,,,,,,,,,,,,
223,0,0.02297,0.0331088,3.90843,1167.41,-577.348,77.3213,,,,,,,,,,,,,,,,,,
224,0,0.0243773,0.0253384,3.90904,1167.34,-577.278,77.4096,,,,,,,,,,,,,,,,,,
225,0,0.0244208,0.0243861,3.90903,1167.32,-577.283,77.4217,,,,,,,,,,,,,,,,,,
226,0,0.0230314,0.0295642,3.90915,1167.34,-577.276,77.4108,,,,,,,,,,,,,,,,,,
227,0,0.0233657,0.0281233,3.90897,1167.33,-577.279,77.4223,,,,,,,,,,,,,,,,,,
228,0,0.0232915,0.028843,3.90909,1167.35,-577.279,77.4181,,,,,,,,,,,,,,,,,,
229,0,0.0226717,0.0306794,3.90915,1167.35,-577.277,77.3973,,,,,,,,,,,,,,,,,,
230,0,0.022651,0.0315539,3.90884,1167.38,-577.276,77.3965,,,,,,,,,,,,,,,,,,
231,0,0.0207894,0.0396722,3.90934,1167.3,-577.265,77.2872,,,,,,,,,,,,,,,,,,
232,0,0.0247941,0.0263298,3.90903,1167.35,-577.217,77.3316,,,,,,,,,,,,,,,,,,
233,0,0.0240333,0.0261233,3.90925,1167.33,-577.276,77.4285,,,,,,,,,,,,,,,,,,
234,0,0.0171402,0.0527778,3.90953,1167.27,-577.215,77.1707,,,,,,,,,,,,,,,,,,
235,0,0.0231846,0.0280115,3.90909,1167.31,-577.291,77.4117,,,,,,,,,,,,,,,,,,
236,0,0.0275244,0.0126044,3.90878,1167.42,-577.254,77.5251,,,,,,,,,,,,,,,,,,
237,0,0.0232846,0.0281928,3.90889,1167.36,-577.3,77.4026,,,,,,,,,,,,,,,,,,
238,0,0.0241996,0.0270326,3.90917,1167.34,-577.275,77.3944,,,,,,,,,,,,,,,,,,
239,0,0.0167768,0.0521469,3.90958,1167.23,-577.201,77.2009,,,,,,,,,,,,,,,,,,
240,0,0.0239189,0.0277127,3.90898,1167.37,-577.294,77.3741,,,,,,,,,,,,,,,,,,
241,0,0.0171192,0.0525795,3.90977,1167.23,-577.223,77.1731,,,,,,,,,,,,,,,,,,
242,0,0.023914,0.02682,3.90904,1167.36,-577.3,77.4102,,,,,,,,,,,,,,,,,,
243,0,0.0236845,0.0277832,3.90928,1167.34,-577.304,77.4196,,,,,,,,,,,,,,,,,,
244,0,0.0238924,0.0278249,3.90897,1167.34,-577.29,77.411,,,,,,,,,,,,,,,,,,
245,0,0.0225904,0.0309079,3.90934,1167.31,-577.275,77.3966,,,,,,,,,,,,,,,,,,
246,0,0.0169451,0.0536436,3.90967,1167.23,-577.201,77.1774,,,,,,,,,,,,,,,,,,
247,0,0.0243593,0.0260832,3.90908,1167.33,-577.293,77.4267,,,,,,,,,,,,,,,,,,
248,0,0.0174496,0.0512424,3.90957,1167.23,-577.211,77.1883,,,,,,,,,,,,,,,,,,
